	asin	product_name	helpful	rating	title	date	reviewer	reviewer_location	review_text	Class
177	 0792722922	 The Inn at Lake Devine: Книги: Елінор Ліпман, Бет Фаулер	 2 з 3	 2.0	 Не найкращий Ліпман	 27 жовтня 2004 р	 Форт-Ворт Рідер	 Техас	 Я перечитаю будь-яку книгу Ліпмана кілька разів - крім цієї. Нудне і невтішне закінчення	neg
178	 0553576119	 Дарксабер (Зоряні війни): Книги: Кевін Андерсон	 2 з 8	 1.0	 Зірка смерті? Не може Кевін написати нічого оригінального?	 7 січня 2005 р	" Скотт ""Скотт"""	 Техас	" Я не терплю цієї книги. Я навіть не можу його закінчити читати. Кевін Дж. Андерсон взагалі не може писати оригінальні книги про ""Зоряні війни"". Єдине, що я коли-небудь бачив із його ім’ям, що розважало, це комікс «Темні лорди ситхів». Все, що він пише, є неоригінальним і не вистачає історії. Здається, у нього є якась одержимість зірками смерті та світовими винищувачами, тому що все, що він, здається, вкладає у свої книги - це те саме. Дарксабер, пошук джедаїв, Темний підмайстер, Чемпіони сили, чорт візьми, навіть історію про IG-88, яку він написав для «Казок мисливців за головами», прив'язав «Зірку смерті» (IG-88 переходить у Зіру смерті ... що за біса ?) Серйозно, ця книга не варта. Спробуйте Тімоті Зана або Майкла Стекпол. Принаймні вони не завжди використовують Зірки смерті. І хоча останні 3 книги Зана базуються навколо Трауна,"	neg
179	 0312262752	 Найкраща наукова фантастика року, сімнадцята щорічна колекція: Книги: Гарднер Дозуа	 3 з 5	 2.0	 Це був поганий рік?	 14 січня 2001 р	" К. Персі ""percyoak"""	 Каліфорнія	 Я приблизно на півдорозі через це і намагаюся вирішити, продавати це чи ні вживаній книгарні, не закінчуючи. Я продовжував думати, можливо це я, можливо, щось не так із моєю увагою, що я втрачаю інтерес до цих історій на півдорозі. Всі вони здаються занадто довгими, не сфокусованими. Насправді вони відчувають себе романами, які були жорстоко зламані до максимально допустимої тривалості для коротких історій. Якість мене бентежить, бо я майже завжди радісно здивований якістю та різноманітністю коротких sf, які я читав у zines. Я не стежив за цією антологією протягом багатьох років, але саме це видання, imho, показує поганий вибір та гірший монтаж	neg
180	 0767916123	 Зірки Давида: Видатні євреї говорять про те, що є євреями: Книги: Ебігейл Погребін	 11 з 17	 2.0	 невігласи	 7 лютого 2006 р	 Марсія Карон	 	 Здебільшого ці люди, яких автор вважав видатними євреями, або є невігласами щодо іудаїзму та нашої спадщини (особливо 2 судді Верховного суду, які, ймовірно, ніколи не чули про поняття цедек), або взагалі навіть не євреї. Марна трата часу	neg
181	 1589392760	 Розбиття серця і лють: десять років під сонцем Мьонг Мун: Книги: К. Гордон Нойфельд	 4 з 20	 1.0	 не вдалося досягти успіху ...	 25 серпня 2004 р	 масухіро кубата	 	" Будучи членом другого покоління цього так званого ""культу"" і маючи батьків, які пережили ту ж ситуацію, що і автор, я можу сказати, що він, мабуть, був надто слабким, щоб виконувати свій обов'язок перед Богом та справжніми батьками ... Це дуже сумно, коли член повинен вийти. Жертвуючи, ти можеш розвинути міцніші стосунки з Богом. Сподіваюся, це допомагає .."	neg
182	 0312961073	 Cheapskate на кухні: Книги: Мері Е. Хант	 23 з 24	 1.0	 Складні рецепти та дорогі кухонні пристосування	 11 лютого 2000 р	" Івонна Віттіг ""вітчизняний інженер"""	 здається, дорожче, тим краще, і я маю на увазі кілька сотень доларів, я насправді ходив у магазини і виставляв ціни на рекомендовані бренди	" Я не знайшов цю книгу дуже корисною. Існує ціла глава, присвячена тим, які дорогі каструлі найкраще ""вкладати"" та quot; в (здається, дорожче, тим краще, і я маю на увазі кілька сотень доларів, я насправді ходив у магазини і виставляв ціни на рекомендовані бренди) і які вишукані кухонні пристосування потрібні для створення вишуканих страв. Я не професійний шеф-кухар, просто проста господиня, яка із задоволенням готує для своєї сім’ї прості смачні страви, рецепти тут видаються трудомісткими та складними. Тут можна економити не так багато грошей"	neg
183	 0613626419	 За двері від неба: Книги: Дін Р. Кунц	 3 із 7	 2.0	 За двері від неймовірного	 11 лютого 2006 р	" К. Голланд ""Таємничий9"""	 Колорадо-Спрінгз, Колорадо	" Я люблю містера Конца і давно читав його романи ... ""Ватчери"", ""Інтенсивність"", ""Дивний Томас"" і так далі, але це викликало невтіху, не кажучи вже просто про гнітюче. І давай із банальним сльозами між персонажами! Добре гаразд, ми знаємо, що 9-річна Лейлані має високий IQ, але ДЕЙСТВИТЕЛЬНО! Вона говорить як 50-річний ракетолог і з кожним реченням вибиває жарти? Ці персонажі були занадто неймовірні, щоб я не міг у них зайти. Тому я відклав це після 350 сторінок цього twattle. У минулому Кунц робив набагато краще.

Нарешті, давайте не пускати собак з ваших наступних кількох романів, будь ласка? Він трохи старіє. Як щодо розумного кота чи ворона для вашого наступного роману, можливо, у поєднанні з деякими більш приземленими людьми, які говорять так, як говорять справжні люди?"	neg
184	 0875425933	 Практичний довідник до рун (Новий час Левелліна): Книги: Ліза Пешель	 3 з 3	 1.0	 Не для серйозного лиття рун	 11 січня 2006 р	 Стівен Дюкет	 	 Це не книга, яку я рекомендував би кожному, хто серйозно цікавиться литтям рун. Він нічого не розповідає про історію рун, і здається, якщо письменник зрозумів, яка карта таро точно відповідає кожній руні, а потім написав книгу, спираючись на цю інформацію. Є набагато кращі книги для лиття рун	neg
185	 0553502808	 Молитви, що відповідають (Даніель Стіл): Книги: Даніель Стіл, Рон Макларті	 	 1.0	 Ненавидів !!!	 19 січня 2004 р	 Джо	 Х'юстон, Техас США	 Це має бути одна з найгірших написаних книг, які я коли-небудь читав. Я не можу повірити, що існує так багато способів сказати одне і те ж. Поки що Даніель Стіл знайшла шлях у першій третині цієї книги. Я просто не можу прочитати решту цього. Як правило, якщо книга не дуже хороша, я можу страждати. Цей мені накрутив останній нерв. Я перестав читати її книги, бо вони стали такими передбачуваними. Але, я не думаю, що більше читатиму її книги. Образою для Нори Робертс та Сандри Браун є те, що вона потрапляє до них разом із ними	neg
186	 0375434704	 Блудний син (Франкенштейн Діна Конца, книга 1): Книги: Дін Конц, Кевін Дж. Андерсон	 0 з 1	 1.0	 Давай!	 14 листопада 2006 р	" П Хігінгботем ""Хіггі"""	 Гейнсвілль, Джорджія США	" Мені не сподобалась єдина книга Дина Кунца, яку я коли-небудь читав, ""Наглядачі"", але мені подобається читати речі Кевіна Андерсона, тому я думав, що спробую ще раз спробувати Кунца, бо я розумна людина, і я розумію, що не кожен може як і все від автора. Щодо огляду: Я усвідомлюю, що спочатку ця книга мала бути сценарієм, але я думаю, що авторам було б доречно її переписати, а не просто трохи підправити, коли кінопроект провалився. Діалогове вікно є оніміючим і передбачуваним. Кожного разу, коли була автопригода, я міг здогадуватися, яку розмову буде проводитись. ""Ви їдете занадто швидко!"" - Ти моя мати? Знову і знову і знову.

Ідея була гарна. Сучасний Франкенштейн. . . вірніше, Франкенштейна, який ніколи не помер і дожив до сьогодні (так, я знаю, Франкенштейн був лікарем, а не його чудовиськом. Але ви розумієте, що я кажу.). Але діалогове вікно читалося точно так, як це робить сценарій фільму або як вистава. Ця книга мала стільки потенціалу, але лінощі авторів не переписати все, що було зроблено після того, як фільм не був знятий, дорого коштували"	neg
187	 041523297X	 Розвиток економічного аналізу: Книги: Інгрід Ріма	 6 з 8	 1.0	 Римі потрібно прочитати GT, особливо главу 20	 5 серпня 2004 р	" Майкл Е Брейді ""mandmbrady"""	 дзвіночок, Каліфорнія США	 У цій книзі є занадто багато помилок тлумачення, упущення та доручення, щоб виправдати її придбання. У цьому огляді ми зосередимося на роботі Рими (R) з роботою Дж. М. Кейнса. На стор. 84, твердження Р, що Фізіократична концепція накопичення є та quot; напрочуд сугестивною та quot; ідеї Дж. М. Кейнса не має підтверджуючих доказів. На стор. 133, Р стверджує, що Мальтус виробив принцип ефективного попиту, а-ля Кейнс. Малтус висловив неприємне почуття та / або інтуїцію того, що дедуктивний, аналітичний Рікардо Система саморегулювання ринку до загального оптимуму випускала з уваги (або припускала) можливість недостатньої сукупності витрат. Ніде Мальтус ніколи систематично не представляє теоретичного протистояння Рікардо.	neg
188	 0786224681	 Зліва позаду: Роман про останні дні Землі (Ззаду №1): Книги: Тім Ф. ЛаХей, Джеррі Б. Дженкінс	 6 з 6	 1.0	 Чи можете ви врятувати чиюсь душу, ображаючи її інтелект?	 22 жовтня 2006 р	" С. Уайт ""Сью Ш"""	 Східна ПА	" Щоб висвітлити всі проблеми безперервністю, логікою, теологією, географією та простим здоровим глуздом у _Left Behind_, знадобилася б ціла книга. Навряд чи хтось знає, з чого почати.

Можливо, ще рано оцінювати шкоду, яку завдасть християнській релігії цей негідний роман. Як такий, це навіть не пристойний поганий роман; замість парових секс-сцен ми отримуємо священні проповіді. Гірше за те, що автори зробили, це перетворити потужні образи Біблії на дешевий комікс, ігноруючи його духовні послання на користь сприяння егоцентричній турботі про отримання квитка на небо, поки не пізно.

Коміксний аспект не можна переоцінити. Навіть якщо ви призупинили недовіру настільки, щоб прийняти сценарій захоплення (ідея, яка практично не підтримує Писань), мало в діях персонажів, процесах мислення чи діалозі звучить істинно. Складається враження, що книгу поспіхом зібрав молодший школяр. У підсумку Бог виглядає як остаточний лиходій, вимагаючи, щоб ти поспішив і взяв себе та своїх друзів на його бік чи інше.

Що б не сталося з надихаючими християнськими письменниками минулих років? Хто сьогодні є еквівалентом К. С. Льюїса чи Кетрін Маршалл, і чому їм не приділяється більше уваги? Це були письменники, які насправді змусили вас ДУМАТИ. ЛаХей і Дженкінс, здається, вірять, що мислення - це останнє, що Бог хоче, щоб ми робили; вони навряд чи втрачають шанс подавити когось із натяком на розум чи незалежну думку. Вони не виявляють зацікавленості відповідати на такі важкі запитання, які можуть поставити вижилі невіруючі в такому світі. Дивується, чи взагалі коли-небудь вони коли-небудь зустрічали невіруючого або були свідками наслідків катастрофи.

У наші дні здається, ніби вся увага ЗМІ прикута до таких людей, як Ен Коултер чи Пат Робертсон, місія яких, схоже, полягає в тому, щоб перетворити християнство на круту, фанатичну карикатуру на те, що було колись. Можливо, усі великі релігійні мислителі справді були захоплені. Якщо _Left Behind_ - це приклад того письма, якого ми можемо очікувати від християнських письменників, то саме церква загрожує тим, що залишиться позаду"	neg
189	 0375401997	 Біографія мікроба: Книги: Арно Карлен	 5 з 18	 1.0	 Це могло бути НАБАГАТО краще	 2 серпня 2000 р	 Дуглас Ковач	 Філадельфія, Пенсільванія	" Купуючи цю книгу, я сподівався, що це буде життя з точки зору певної бактерії. Під цим я маю на увазі, ""ну, сьогодні наш господар розпочав нову антибактеріальну терапію. Останній раунд терапії був важким, але нам вдалося пройти цілим і неушкодженим. Я впевнений, що ми виживемо. та Quot; На жаль, те, що я прочитав, - це наукова книга, написана ненауковою мовою. Як фахівець з біології в коледжі та студент медичного факультету, я прочитав багато наукових книг, написаних науковою мовою. Настільки багато, що це майже все, до чого я можу зв’язатись. ХА! Насправді в цьому твердженні є більше правди, ніж я хочу визнати, але я думав, що ця книга буде гарною зміною темпу. Натомість це перелік інформації про певний вид бактерій, яку я міг би отримати з Берджі. Книга недраматична і нецікава. Я б не рекомендував це нікому"	neg
190	 1859843239	 Індустрія Голокосту: Роздуми щодо експлуатації страждань євреїв: Книги: Норман Г. Фінкельштейн	 16 з 50	 1.0	 Не переконливо	 14 січня 2006 р	 Габріель	 США	" Я читав цю книгу з відкритою душею. Я знайомий з величезною критикою, яка виникла із тверджень, що ті, хто пережив жорстоке поводження з дітьми, можуть використовувати свій досвід, щоб претендувати на якийсь привілейований статус. У кількох випадках, я думаю, ця критика може бути законною; в інших випадках ні. Тож мені було цікаво дізнатись, чи є, можливо, законні причини для критики тих, хто пережив Голокост, чи їхніх прихильників в єврейській громаді.

(Примітка: Я не ототожнюю жорстоке поводження з дітьми та Голокост. Я кажу, що коли люди говорять про жахливі речі, часто спостерігається тенденція сприймати їх як нитьів, які відмовляються від своїх обов'язків. Всі речі не повинні бути однаково жахливими сприяти цій соціальній реакції.)

У цій книзі я не знайшов нічого, що б мене переконало в цьому. Те, що я знайшов, було для мене непереконливим і вкрай суб’єктивним підсумком єврейської реакції на Голокост, в якому автор стверджує, що це не стало великою справою ще довгий час після його закінчення, і що з нього зробили великий угода з незаконних причин, але ця дискусія настільки суб'єктивна і коротка, що мене не переконали прийняти його точку зору.

Основну частину книги складають скарги на те, що єврейські організації несправедливо вимагали гроші у таких країн, як Швейцарія. Аргумент тут стає досить технічним, і його оцінка мені не під силу, оскільки я ніколи не читав звітів (""аудитів"" тощо), на які посилається автор. Але я думаю, що так вузько зосереджуючись на грошах, пропускає сенс. Я очікував побачити загальну дискусію про те, як автор стверджує, що наголос на Голокості змусив деяких євреїв ""розіграти карту жертви"", і що я отримав, це дуже глибоке обговорення кількох сутичок щодо грошей, щодо яких я маю жодним чином не визначити правдивість тверджень автора.

Мені здається очевидним, що Голокост був жахливим звірством із руйнівними наслідками для євреїв, і в результаті було знищено чи пошкоджено багато життів. Мені здається розумним, що єврейська громада наполягатиме на визнанні суспільством руйнувань та збитків, і настільки, наскільки ця книга це применшує, я вважаю, що це шкода"	neg
191	 1574904302	 Новий поводок на смерть (серія таємниць Beeler Large Print): Книги: Сьюзен Конант	 2 із 7	 1.0	 Краще будьте фанатиком собак або дресирувачем !!!	 20 липня 2002 р	 Мері Е. Роджерс	 Кліментон, Нью-Джерсі, США	 Я люблю собак, але якби я хотів дізнатись тонкощі навчання собачої слухняності, включаючи різні рівні та підрівні, я купив би посібник. Я хотів таємницю із повністю розкритими персонажами та сюжетом, який не давав мені здогадуватися. Я не отримав ні того, ні іншого. Персонажі не були ні симпатичними, ні предметними. За винятком поліцейського по сусідству, я навіть не уявляю, як вони взагалі виглядають, або про що, якщо взагалі, вони дбають окрім собак. Сюжет був передбачуваним, і дія застрягла на першій передачі. Можливо, серія покращується після цієї книги. Я не ризикую цим шансом	neg
192	 0099255189	 Дежа Мертвий: Книги: Кеті Рейхс	 0 з 2	 1.0	 До деталей;	 5 вересня 2006 р	 Л. Мклотт	 Milledgeville, Ga Сполучені Штати	" Темперанс Бреннан - американський криміналістичний антрополог. Автор - антрополог у реальному житті, і я відчуваю, що вона детально розповіла про частини тіла, умови та місця розташування в книзі, а приблизно в 3-му розділі витрачається багато часу і місця говорити про ""Gaаббі"", зокрема докладно про те, де живе bbyаббі, та деталі, що оточують зовнішню частину місця bаббіс, та про те, як Gaаббі та Темпе були друзями від GRad до людських частин у житті. Книга була не для мене, я її кинув у 3-му розділі."	neg
193	 0465081991	 Всесвіт Стівена Хокінга: Пояснення космосу: Книги: Девід Філкін, Стівен Хокінг	 36 з 38	 2.0	 Занадто прості, погані фотографії, а не Хокінг.	 11 січня 2001 р	" Т. Катбертсон ""мідіст"""	 Сан-Дієго, Каліфорнія, США	" Я не космолог, але Всесвіт Стівена Хокінга був написаний настільки просто, що він по суті поблажливий. Мова схожа на рівень, який можна прочитати в газеті. Більше того, фотографії є ​​першокласними нокаутами ""Хаббла"" перед контактом (незважаючи на те, що вони були опубліковані в 1997 році), і книга має дуже мало спільного зі Стівеном Хокінгом. Звичайно, він написав форвард і зробив певне редагування, але йому не вистачає кмітливості та дива в роботі Хокінга. Називати книгу за ним і розміщувати його фото спереду - оманливе. Я Є ХІМІКОМ, і, незважаючи на це, описи Хімічних відкриттів Фількіна залишили навіть у мене здогадки, оскільки він намагався приглушити ідеї, які не можна оніміти, і не робив цього t включати схеми, які були б корисними для тих, хто намагається зрозуміти поняття (наприклад, захоплення нейтрино або прискорення частинок). Якщо ви хочете вивчити якусь космологію, прочитайте та quot; Коротку історію часу та quot; або та quot; Коротка історія Всесвіту та quot ;. Це просто написані, але інформативні роботи, які не змусять вас чекати на суть"	neg
194	 0517362422	 Зібрані поезії Емілі Дікінсон: Книги: Емілі Дікінсон	 20 з 20	 2.0	 Злочин проти Емілі	 20 квітня 2001 р	 Марк Шнадтер	 Рочестер, штат Міннесота	" Ця збірка віршів, що представляє тонку ширину творів Діккенсона, є остаточною оцінкою злочину проти великого таланту поета. Як можна вільно визнати у вступі, редактор містер Хіггінсон ""працював над механікою віршів, згладжуючи рими та метр, змінюючи розташування рядків та переписуючи діалект місцевості."" Це безкоштовне визнання вини книги, оскільки вона підробляє оригінальні вірші Діккенсона як змістом, так і формою. Зникли ті нюанси та пристрасті, які роблять Діккенсона одним із найкращих американських письменників. Пропали заздалегідь штриховані та великі літери, які додають глибині та інтенсивності значенням віршів. І, що найгірше, зниклих чи змінених є багато рядків, які сприяють унікальному баченню художника. Як Томас Х. Джонсон говорить у Вступі до та quot; Повних віршів Емілі Дікенсон та quot; Представнику традиціоналіста середини XIX століття пропонувалось оцінити роботу цілком нового ордену ремісників. . . який він не мав можливості оцінити. та quot; Зробіть собі послугу і уникайте цього тексту. Натомість знайдіть той, який відповідає оригінальним віршам, той, що зберігає задум і стилістичний геній автора, і той, який дасть вам повний і тривалий ефект Емілі Дікенсон"	neg
195	 0972469036	 Просто натуральне дитяче харчування: прості рецепти смачних страв, які сподобаються вашому немовляті та малюкові: Книги: Кет Олсон	 0 з 1	 2.0	 занадто складно	 9 листопада 2006 р	 Тіна Захабі-Роббінс	 	 Це гарна книга для горіхів із серйозним здоров’ям, які мають час і енергію, щоб приготувати прості прості рецепти з мільйоном дивних інгредієнтів, про які ви, мабуть, ніколи не чули. Якщо ви плануєте виготовляти багато дитячого харчування з водоростями і морськими бур’янами, то це книга для вас	neg
196	 1576121682	 Неслухняні історії від А до Я: Книги: Елісон Тайлер	 2 з 8	 1.0	 Отвір	 7 січня 2006 р	" Д. Розен ""Люблю готувати"""	 Даллас, Техас	 Кожна історія має іншого автора ... проте всі вони використовують одне і те ж слово. Їх або всі друзі, або одна людина. Мені не подобається ця книга, як і моєму чоловікові	neg
197	 061500699X	 Сім експериментів, які можуть змінити світ: Посібник з революційної науки своїми руками: Книги: Руперт Шелдрейк	 28 з 56	 1.0	 Довірливий автор безуспішно намагається викликати революцію	 15 грудня 1997 р	 Фізичний хімік	 Сент-Луїс, Міссурі, США	" Я взяв цей том, оскільки його заголовок наводив на думку, що він заохочує практичну наукову діяльність, необхідну для належного навчання та ефективного навчання. На жаль, під час її читання я виявив, що автор поєднує глибокий антагонізм щодо наукового та quot; закладу та quot; з довірливістю до численних ідей. Перший експеримент, який він пропонує, перевіряє гіпотезу про те, що ваш вихованець використовує психічні сили, щоб визначити, коли ви будете вдома на вечері! Шелдрейк часто представляє анекдоти як ""докази"". та Quot; зроби сам та quot; обіцянка заголовка порушена для читача, який не має наміру починати вирощувати самонаводних голубів або випадково не працює в лабораторії, здатній виміряти фізичні константи (наприклад, швидкість світла) до дев'яти значущих цифр. Занадто мало застережень щодо підводних каменів психічних досліджень (у розділах про відчуття того, на кого дивляться, або ""відчуття"" дотику до відсіченої кінцівки). Незважаючи на майже фатальні недоліки книги, мені сподобалась частина її послання про те, що важливу науку все ще можуть робити аматори. Це приблизно єдиний аспект цієї книги, який заслуговує на похвалу"	neg
198	 0786311274	 Мистецтво інтеграції злиттів та поглинань: Посібник з об’єднання ресурсів, процесів та обов’язків: Книги: Олександра Рід-Лажу	 1 з 2	 1.0	 Не те, що я очікував ...	 18 січня 2006 р	 Ніколас Гутьєррес	 Колумбія, Південна Америка	 Дуже широкий перелік питань із високим рівнем відповідей. Я б не купив цю книгу, якби шукав глибокі рамки для розробки цієї теми	neg
199	 0874779537	 Століття біотехнологій: Книги: Джеремі Ріфкін	 4 з 21	 1.0	 Неправдиві факти, неінформованість, марнотратство	 18 серпня 2004 р	 Відкрий розум	 	" Якщо ви хочете повірити ілюзії, йдіть на це. Деякі читачі кажуть, що він добре обізнаний. Вау. Цей хлопець говорить про науку без будь-яких повноважень, щоб це зробити.

Якщо вам приємно вважати, що США погані, навколишнє середовище руйнується, і нам потрібен соціалізм, щоб вижити, то це книга для вас.

Якщо ви відкриті, але хочете, щоб правдиві факти склали власну думку, знайдіть інше джерело.

Трата грошей"	neg
200	 0345479904	 Кожне подих, яке ти береш: Книги: Джудіт Макнот	 	 1.0	 Не ваш типовий Макнот	 15 листопада 2006 р	" MR Wade ""cloud9shopper"""	 Майамі	" Я люблю роботу Джудіт Макнот. Її історії - це зоряні унікальні романи, які тягнуть за серцем струни. На мій погляд, усі її історії є переможцями. ДЕЯКІ її сучасні твори також казкові - Досконалі та Рай, щоб назвати декілька. Хоча є й інші сучасні провали (Пам’ятай коли, Тріумфальне серце тощо). Кожне подих, яке ви робите, було таким розчаруванням. Сюжет, розвиток персонажа та написання не відповідали вимогам. Мені було дуже важко повірити, що пара може закохатись за 2 дні, розлучитися на два роки, а потім миттєво повернутися до кохання при зустрічі знову. Це було дійсно вимушено.

Хтось згадав, що це було ""по-любому"", і я повинен погодитися. Думаю, хтось міг написати цей роман. Я розумію, що з книгою поспішили, і по правді кажучи, вона читається як роман, написаний шаленою рискою.

Я люблю Джудіт, але ця книга була просто жахливою"	neg
201	 5557104194	 Широке Саргасове море: Книги: Жан Ріс	 10 з 23	 2.0	 Натомість перечитайте Джейн Ейр	 12 лютого 2006 р	 Дженніфер МР	 Дулут, штат Міннесота, США	 Хтось, будь ласка, скаже мені, в чому апеляція? Так, я знаю, що це класика. Але це справді, дуже нудна класика. Приквелом до фільму Шарлотти Бронте, Джейн Ейр, є історія дитинства Берти Мейсон, літературна задумка якої полягає в тому, щоб сказати нам, чому Берта з'їхала з глузду. Це також дидактична реліквія динозаврів 1960-х років, яка веде джерело її божевілля до того, що вони не любили маленьких французьких дівчаток на Ямайці. Расизм, сексизм та класизм вигнали Берту `за звички. Там. Я врятував вас від проблеми читання. Тепер перечитайте Джейн Ейр	neg
202	 0743552083	 Один за гроші (Романи Стефані Сливовий (аудіо)): Книги: Джанет Еванович, Лорі Петті	 0 з 5	 1.0	 плюс	 12 вересня 2006 р	 Тедді	 Місісіпі	 Я прочитав усі дванадцять цих книг і сподіваюся, що їх буде більше. Мова досить графічна, але вони такі смішні, що ти зазвичай можеш ігнорувати ці слова. Ці книги можуть викликати у вас викривлення, оскільки я читаю, де мені доводиться сидіти і чекати, а ви розриваєтесь, сміючись, люди дивляться і дивуються, чи не втрачаєте ви цього. Будь ласка, ми всі хотіли б бачити більше таких	neg
203	 0792241754	 Національні географічні птахи Північної Америки: Книги: Джонатан Алдерфер	 16 з 18	 2.0	 Книга великих цінностей - жахлива упаковка	 20 січня 2006 р	 Річард Клім	 Великобританія	 Ця книга, безсумнівно, дуже хороша для посібника для птахів (безумовно, за європейськими стандартами). Але фізична упаковка - це катастрофа. У нього смішно жорсткий хребет і крихітні поля сторінки. Важко читати текст біля хребта і практично неможливо тримати книгу відкритою на певній сторінці. Найнекористуваніша книга, яку я коли-небудь відчував	neg
204	 047167494X	 Роки влади: Посібник користувача для решти вашого життя: Книги: Кен Дихтвальд, Даніель Дж. Кадлек	 66 з 73	 2.0	 Не вистачає глибини	 18 жовтня 2005 р	 Нед	 Меса, Арізона, США	" Якщо ви шукаєте ""добре себе почувати"" книгу про пенсійне виховання дитини, ця книга може мати певне значення для вас. Але якщо ви шукаєте конкретні поглиблені інструкції, ця книга не є відповіддю. Кожен сегмент - робота, мрії, подорожі - короткий і не стосується багатьох важливих питань.
Наприклад, стосовно робочої глави, автор постулює, що роботи буде бракувати, і компанії наймуть бебі-бумерів, щоб заповнити прогалину. Ну, це спекулятивно щодо глобалізму. Ці робочі місця можуть бути передані підрядникам. Більшість із них низькооплачувані. Багато моїх висококваліфікованих друзів не можуть знайти роботу, незважаючи на перекваліфікацію. Так, можуть бути роботи Wal-Mart, але це ваша мрія на пенсію? Робочий розділ багато в чому схожий на більшість книг ""Роби те, що любиш"". Але робити те, що ти любиш, часто найкраще як хобі, щоб не забезпечити необхідний дохід. Ці та інші проблеми, з якими стикаються бумери, які хочуть змістовної роботи до 70-х років, не розглядаються. Я міг би так само виділити інші глави"	neg
205	 0425204200	 Слід: Книги: Патрісія Корнуел	 5 з 6	 2.0	 ЧИ ПОВИННІ ВСІМ ПРОСТО ЗДАВАТИСЯ .......... ???	 3 червня 2006 р	" Дана Ю. Боулз ""DYB"""	 Вест Честер, Пенсільванія США	" Про нашу улюблену Кей Скарпетту та прославлену пані Корнуелл? Будучи завзятим шанувальником її романів з самого початку, я просто не можу не запитати себе ... чи вона насправді пише це?
На початку дуже повільно, я почав боятися повторення боротьби, яку я пережив, щоб закінчити Blowfly. Однак цей роман починає набирати обертів ... але лише до тих пір, поки читач не пройде половину шляху, і, звичайно, не до того моменту, поки цей автор не залишив мені достатню огиду. Сюжет виявляє, що Скарпетту викликали додому на місце злочину ... Річмонд, штат Вірджинія, де її попередній роботодавець шукає допомоги у розгадуванні таємничої смерті молодої дівчини. Тож Скарпетта --- з тегом Маріно, звичайно, --- вирушає до Річмонда зі свого нового будинку у Флориді, щоб запропонувати допомогу; лише для того, щоб виявити, що її стару будівлю руйнують ... і що нова під керівництвом доктора Джоеля Маркуса неакуратна щодо політики та процедур. Деморалізація її колишнього персоналу доктором Маркусом також викликає занепокоєння для Скарпетти; і явно він обурюється на її вторгнення. То чому він попросив її прийти?
Тим часом Люсі, як голова Останнього дільничного, знову до вух у глупствах. Чому для такої блискучої, успішної молодої жінки (як завжди змушували читачів), чому Корнуел повинен наполягати на тому, щоб зробити її такою абсолютно дурною у своєму літературному житті? У цій казці вона знову романтично пов’язана з нарцисичним соціопатом, який також є її співробітником.
Гірше, ніж слабка сюжетна лінія, і той факт, що цей роман просто повсюди, - це тривожно стеротиповий образ автора, який зображує афроамериканців у всьому світі. Наркоторговці чорні, вони мертві від вогнепальних поранень, і найсмішніше з усіх випадків - це в одному випадку Корнуелл згадує про ""помітно великий орган"" мертвого юнака. Ви жартуєте? Збирачі сміття - це ""великі темні чоловіки"", і, звичайно, у висококласному районі ""стара чорна жінка"" повинна РОБОТИ в одному з будинків. Неймовірно вузький, стереотипний погляд на інші раси в кращому випадку турбує, і відверто змушує задуматися, що вона може бути такою ж дурною з точки зору здорового глузду, як Люсі.

Читайте, лише якщо потрібно, але, чесно кажучи, є кращі способи витратити свій час.


DY"	neg
